restaurant_name,locality,primary_cuisine,price_range,rating_scaled,votes,currency
Santushti,sector 11,south indian,medium,2.6,70,Indian Rupees(Rs.)
Uncle's,sector 11,north indian,medium,3.4,190,Indian Rupees(Rs.)
Cafe Limelight,sector 11,cafe,high,3.7,38,Indian Rupees(Rs.)
Rendezvous Adda,sector 11,north indian,medium,1.0,0,Indian Rupees(Rs.)
Wow Noodle,sector 11,chinese,medium,1.0,0,Indian Rupees(Rs.)
Wraps Cafe,sector 11,fast food,medium,1.0,2,Indian Rupees(Rs.)
Alley's Urbane Cafe,sector 110,cafe,medium,3.2,33,Indian Rupees(Rs.)
Backstreet Kitchen,sector 110,north indian,medium,3.4,33,Indian Rupees(Rs.)
Berco's,sector 110,chinese,high,3.1,9,Indian Rupees(Rs.)
Breaktym,sector 110,north indian,medium,2.6,11,Indian Rupees(Rs.)
Chawla's 2,sector 110,north indian,high,2.5,12,Indian Rupees(Rs.)
Chicken Kraft,sector 110,north indian,medium,2.9,4,Indian Rupees(Rs.)
Chinese By Nature,sector 110,chinese,medium,2.9,19,Indian Rupees(Rs.)
DV's Chinese Kitchen,sector 110,chinese,medium,2.8,10,Indian Rupees(Rs.)
Evergreen Sweets,sector 110,mithai,low,2.6,16,Indian Rupees(Rs.)
Green Chick Chop,sector 110,raw meats,medium,2.9,7,Indian Rupees(Rs.)
Hyderabad Delights,sector 110,north indian,medium,3.3,13,Indian Rupees(Rs.)
Kabab And Tadka,sector 110,north indian,medium,2.5,36,Indian Rupees(Rs.)
Kanha Bhog,sector 110,mithai,low,2.6,26,Indian Rupees(Rs.)
Mezbaan Jaika Restaurant,sector 110,biryani,medium,2.7,18,Indian Rupees(Rs.)
Pind Balluchi,sector 110,biryani,high,2.6,26,Indian Rupees(Rs.)
Red Capsicum,sector 110,north indian,medium,2.6,25,Indian Rupees(Rs.)
Singh Foods,sector 110,north indian,high,3.2,7,Indian Rupees(Rs.)
Sparrows At Home Bakery & Cafe,sector 110,cafe,medium,3.3,13,Indian Rupees(Rs.)
The New Koyla Kitchen,sector 110,north indian,medium,2.7,36,Indian Rupees(Rs.)
Theyö_ö«ó,sector 110,north indian,high,3.4,13,Indian Rupees(Rs.)
Your Spicy Kitchen,sector 110,mughlai,high,3.1,8,Indian Rupees(Rs.)
Yumm Biryani,sector 110,biryani,medium,3.2,27,Indian Rupees(Rs.)
Aureo Dine & Bake House,sector 110,north indian,high,3.5,367,Indian Rupees(Rs.)
Being Truckers,sector 110,fast food,medium,3.8,99,Indian Rupees(Rs.)
China Leaf,sector 110,chinese,medium,3.7,115,Indian Rupees(Rs.)
Mera Vala Dabba,sector 110,north indian,medium,3.6,18,Indian Rupees(Rs.)
Moti Mahal Delux- Legendary Culinary,sector 110,north indian,high,3.6,72,Indian Rupees(Rs.)
Noshh,sector 110,north indian,high,3.6,56,Indian Rupees(Rs.)
Tadqa Tandoor Express,sector 110,north indian,high,3.6,108,Indian Rupees(Rs.)
The Kebab Company,sector 110,fast food,medium,3.5,21,Indian Rupees(Rs.)
Affamato,sector 110,italian,medium,1.0,0,Indian Rupees(Rs.)
Ahmed's,sector 110,mughlai,low,1.0,0,Indian Rupees(Rs.)
Caffí© La Poya,sector 110,cafe,medium,1.0,0,Indian Rupees(Rs.)
Chaskaa Restaurant,sector 110,north indian,medium,1.0,1,Indian Rupees(Rs.)
Chawla's 2,sector 110,north indian,high,1.0,1,Indian Rupees(Rs.)
Chination,sector 110,chinese,high,1.0,3,Indian Rupees(Rs.)
Essen Foods,sector 110,north indian,medium,1.0,0,Indian Rupees(Rs.)
Haochi,sector 110,chinese,medium,1.0,1,Indian Rupees(Rs.)
Lassilo,sector 110,fast food,low,1.0,0,Indian Rupees(Rs.)
Mittal Bikaneri Sweets,sector 110,mithai,low,1.0,0,Indian Rupees(Rs.)
Royale Bakers,sector 110,bakery,medium,1.0,0,Indian Rupees(Rs.)
RV's Family Restaurant,sector 110,north indian,medium,1.0,0,Indian Rupees(Rs.)
The Cake Shop,sector 110,bakery,low,1.0,2,Indian Rupees(Rs.)
Top Food,sector 110,north indian,medium,1.0,3,Indian Rupees(Rs.)
Uncle's Corner,sector 110,fast food,medium,1.0,1,Indian Rupees(Rs.)
Urban Express,sector 110,north indian,medium,1.0,0,Indian Rupees(Rs.)
Viddya Chinese Fast Food,sector 110,chinese,medium,1.0,0,Indian Rupees(Rs.)
Domino's Pizza,sector 110,pizza,high,2.1,84,Indian Rupees(Rs.)
Kamboj's,sector 110,north indian,high,2.4,76,Indian Rupees(Rs.)
Pizza Hut Delivery,sector 110,italian,high,2.3,94,Indian Rupees(Rs.)
Subway,sector 110,american,medium,2.4,51,Indian Rupees(Rs.)
The Cake Expert's,sector 110,bakery,low,2.4,63,Indian Rupees(Rs.)
The Saffron Boutique,sector 110,north indian,high,4.0,175,Indian Rupees(Rs.)
Aggarwal Kachori Wale,sector 12,north indian,low,3.0,9,Indian Rupees(Rs.)
Bakes & Cakes,sector 12,bakery,low,3.0,5,Indian Rupees(Rs.)
Burger's Kitchen,sector 12,fast food,medium,2.8,31,Indian Rupees(Rs.)
Jhatpat Khana,sector 12,north indian,medium,3.0,7,Indian Rupees(Rs.)
Mahi Rasoi,sector 12,north indian,medium,2.6,34,Indian Rupees(Rs.)
Night Safari Cafe,sector 12,fast food,medium,3.0,4,Indian Rupees(Rs.)
Saheb's Restaurant,sector 12,north indian,medium,2.7,26,Indian Rupees(Rs.)
Scrummy Bites,sector 12,north indian,medium,3.1,30,Indian Rupees(Rs.)
Berco's,sector 12,chinese,high,3.7,1182,Indian Rupees(Rs.)
Cream Bell Scoopers,sector 12,ice cream,low,1.0,2,Indian Rupees(Rs.)
Mayur Kitchen,sector 12,north indian,medium,1.0,0,Indian Rupees(Rs.)
Raghav Ki Rasoi,sector 12,north indian,medium,1.0,0,Indian Rupees(Rs.)
Red Chilli,sector 12,north indian,medium,1.0,1,Indian Rupees(Rs.)
Riyaz Biryani Corner,sector 12,biryani,low,1.0,1,Indian Rupees(Rs.)
Standard Sweets & Confectioners,sector 12,mithai,low,1.0,3,Indian Rupees(Rs.)
Standard Sweets,sector 12,mithai,low,1.0,1,Indian Rupees(Rs.)
Sushma Homemade Tiffin,sector 12,north indian,low,1.0,0,Indian Rupees(Rs.)
The Tasty Corner,sector 12,north indian,medium,1.0,0,Indian Rupees(Rs.)
The Zaika King,sector 12,north indian,medium,1.0,3,Indian Rupees(Rs.)
Tiffinhunt,sector 12,north indian,low,1.0,1,Indian Rupees(Rs.)
Top Burger,sector 12,fast food,low,1.0,1,Indian Rupees(Rs.)
Aggarwal Sweet Shop,sector 12,mithai,low,2.3,15,Indian Rupees(Rs.)
Hungry - I,sector 125,cafe,medium,2.6,26,Indian Rupees(Rs.)
Oh Buoy,sector 125,mexican,medium,3.4,55,Indian Rupees(Rs.)
Caffeinated,sector 125,beverages,low,3.9,64,Indian Rupees(Rs.)
Sam and Scrooge,sector 125,continental,medium,3.9,132,Indian Rupees(Rs.)
Tpot,sector 125,cafe,medium,3.6,20,Indian Rupees(Rs.)
Hunger's Hub,sector 125,chinese,low,1.0,0,Indian Rupees(Rs.)
Modi's Baker's Zone,sector 125,bakery,medium,1.0,0,Indian Rupees(Rs.)
The Flip On Wheel,sector 125,north indian,medium,1.0,1,Indian Rupees(Rs.)
Big Biryani,sector 127,biryani,medium,1.0,1,Indian Rupees(Rs.)
Aroma,sector 132,south indian,medium,3.0,4,Indian Rupees(Rs.)
Bawarchi,sector 132,north indian,medium,2.9,5,Indian Rupees(Rs.)
Book Food Kitchen,sector 132,north indian,medium,3.1,19,Indian Rupees(Rs.)
Breaktym,sector 132,north indian,medium,2.5,6,Indian Rupees(Rs.)
Chaska By Taste,sector 132,north indian,medium,2.9,4,Indian Rupees(Rs.)
Domino's Pizza,sector 132,pizza,high,2.5,27,Indian Rupees(Rs.)
Grill King,sector 132,north indian,medium,3.0,4,Indian Rupees(Rs.)
Moti Mahal Deluxe Advant,sector 132,north indian,high,2.8,7,Indian Rupees(Rs.)
Rolling Beans,sector 132,north indian,low,2.8,9,Indian Rupees(Rs.)
RollsKing,sector 132,fast food,medium,3.2,19,Indian Rupees(Rs.)
SnacksWale.com,sector 132,north indian,medium,2.8,8,Indian Rupees(Rs.)
Subway,sector 132,american,medium,2.6,13,Indian Rupees(Rs.)
Super Cake Shop,sector 132,bakery,medium,2.9,6,Indian Rupees(Rs.)
Aureo Dine & Bake House,sector 132,bakery,medium,1.0,3,Indian Rupees(Rs.)
B Bawarchi Restaurant,sector 132,north indian,medium,1.0,2,Indian Rupees(Rs.)
Brajwasi,sector 132,north indian,medium,1.0,0,Indian Rupees(Rs.)
Cafe Coffee Day,sector 132,cafe,medium,1.0,3,Indian Rupees(Rs.)
Cafe Coffee Day,sector 132,cafe,medium,1.0,0,Indian Rupees(Rs.)
Cafe Lounge,sector 132,cafe,medium,1.0,0,Indian Rupees(Rs.)
Cafe Treat,sector 132,north indian,medium,1.0,0,Indian Rupees(Rs.)
Casa Bake,sector 132,bakery,high,1.0,2,Indian Rupees(Rs.)
China Town,sector 132,chinese,medium,1.0,0,Indian Rupees(Rs.)
Costa Coffee,sector 132,cafe,medium,1.0,0,Indian Rupees(Rs.)
Delhi Foods,sector 132,north indian,low,1.0,0,Indian Rupees(Rs.)
Deli Chic,sector 132,north indian,medium,1.0,2,Indian Rupees(Rs.)
Delicacies,sector 132,bakery,medium,1.0,1,Indian Rupees(Rs.)
Kanha Ji Sweets & Restaurant,sector 132,mithai,low,1.0,1,Indian Rupees(Rs.)
Little China,sector 132,chinese,low,1.0,1,Indian Rupees(Rs.)
Lola's Cafe,sector 132,cafe,medium,1.0,1,Indian Rupees(Rs.)
Madras Coffee House,sector 132,beverages,low,1.0,1,Indian Rupees(Rs.)
Moju Juice Bar,sector 132,beverages,low,1.0,0,Indian Rupees(Rs.)
Peniel Restaurant,sector 132,south indian,low,1.0,3,Indian Rupees(Rs.)
Pizza Key,sector 132,pizza,high,1.0,3,Indian Rupees(Rs.)
Sandoz,sector 132,north indian,medium,1.0,1,Indian Rupees(Rs.)
Subway,sector 132,american,medium,1.0,0,Indian Rupees(Rs.)
Tandoori Mystery,sector 132,north indian,medium,1.0,3,Indian Rupees(Rs.)
Taste of Punjab,sector 132,north indian,medium,1.0,0,Indian Rupees(Rs.)
Tea Nation,sector 132,fast food,low,1.0,1,Indian Rupees(Rs.)
The Corporate Kitchen,sector 132,north indian,medium,1.0,0,Indian Rupees(Rs.)
The Royal Kitchen,sector 132,north indian,medium,1.0,0,Indian Rupees(Rs.)
Tpot,sector 132,fast food,medium,1.0,1,Indian Rupees(Rs.)
Wild Chef House,sector 132,continental,medium,1.0,3,Indian Rupees(Rs.)
DIOS The Neighbourhood Bistro,sector 132,continental,high,4.2,108,Indian Rupees(Rs.)
Cake n Flower,sector 15,bakery,low,2.9,7,Indian Rupees(Rs.)
Dilli 6,sector 15,north indian,medium,2.8,84,Indian Rupees(Rs.)
Food Bell,sector 15,north indian,medium,2.8,6,Indian Rupees(Rs.)
Kalpana Hotel,sector 15,north indian,low,2.9,4,Indian Rupees(Rs.)
Sagar Dhaba,sector 15,north indian,medium,3.1,27,Indian Rupees(Rs.)
Shree Balaji Shudh Vaishno Hotel,sector 15,north indian,low,2.9,5,Indian Rupees(Rs.)
Shree Rathnam,sector 15,south indian,high,3.3,57,Indian Rupees(Rs.)
Simran's Cake Studio,sector 15,bakery,low,3.4,23,Indian Rupees(Rs.)
Sweet Cake,sector 15,bakery,medium,3.0,10,Indian Rupees(Rs.)
The Cake Xpress,sector 15,bakery,low,3.0,43,Indian Rupees(Rs.)
The Chef,sector 15,north indian,medium,2.7,8,Indian Rupees(Rs.)
The Flying Pan,sector 15,north indian,medium,3.2,12,Indian Rupees(Rs.)
Wrapster,sector 15,fast food,low,3.2,48,Indian Rupees(Rs.)
Getafix Petit,sector 15,healthy food,high,3.5,14,Indian Rupees(Rs.)
Lawn Bistro,sector 15,north indian,high,3.6,328,Indian Rupees(Rs.)
Cake N Gifts,sector 15,bakery,medium,1.0,0,Indian Rupees(Rs.)
Cheese Pizza,sector 15,pizza,low,1.0,0,Indian Rupees(Rs.)
Divya Hotal,sector 15,north indian,low,1.0,2,Indian Rupees(Rs.)
Green Valley Chinese Food,sector 15,chinese,low,1.0,0,Indian Rupees(Rs.)
Hooting Owl Cafe,sector 15,fast food,medium,1.0,2,Indian Rupees(Rs.)
Jaak Foods,sector 15,north indian,medium,1.0,1,Indian Rupees(Rs.)
Kaka Restaurant,sector 15,mughlai,medium,1.0,1,Indian Rupees(Rs.)
KC Bakers,sector 15,bakery,medium,1.0,1,Indian Rupees(Rs.)
KC Bakery,sector 15,bakery,low,1.0,1,Indian Rupees(Rs.)
Rajan Foods Corner,sector 15,north indian,medium,1.0,1,Indian Rupees(Rs.)
Sagar Dhaba,sector 15,north indian,medium,1.0,2,Indian Rupees(Rs.)
Sarfira,sector 15,fast food,low,1.0,1,Indian Rupees(Rs.)
Shama Chicken Corner,sector 15,mughlai,medium,1.0,2,Indian Rupees(Rs.)
Yummy Kitchen,sector 15,north indian,medium,1.0,1,Indian Rupees(Rs.)
Barista,sector 16,cafe,medium,2.9,22,Indian Rupees(Rs.)
Divine Curries,sector 16,north indian,high,3.0,31,Indian Rupees(Rs.)
Moon Bite,sector 16,north indian,medium,3.3,13,Indian Rupees(Rs.)
Subway,sector 16,american,medium,3.4,55,Indian Rupees(Rs.)
Hurry's Paratha,sector 16,north indian,low,3.5,45,Indian Rupees(Rs.)
McDonald's,sector 16,fast food,medium,3.7,135,Indian Rupees(Rs.)
Cafe Coffee Day,sector 16,cafe,medium,1.0,2,Indian Rupees(Rs.)
Dunkin' Donuts,sector 16,burger,medium,1.0,2,Indian Rupees(Rs.)
Green Chilli Fast Food,sector 16,chinese,medium,1.0,0,Indian Rupees(Rs.)
Street Food Corner,sector 16,chinese,low,1.0,0,Indian Rupees(Rs.)
Barbeque Nation,sector 16,north indian,high,4.3,1670,Indian Rupees(Rs.)
Aggarwal,sector 18,south indian,medium,3.3,61,Indian Rupees(Rs.)
Anchor Bar & Kitchen,sector 18,north indian,high,2.5,106,Indian Rupees(Rs.)
Basil Tree,sector 18,italian,high,3.4,431,Indian Rupees(Rs.)
Bon Bon Pastry Shop,sector 18,bakery,low,3.1,213,Indian Rupees(Rs.)
BSGulati's Punjabi Swad,sector 18,north indian,high,2.5,357,Indian Rupees(Rs.)
Cafe-18,sector 18,fast food,low,2.5,103,Indian Rupees(Rs.)
Chandni Chowk Ke Mashhoor Paranthe,sector 18,north indian,low,2.8,30,Indian Rupees(Rs.)
Cheenos,sector 18,american,high,2.6,521,Indian Rupees(Rs.)
Gola Sizzlers,sector 18,chinese,high,3.3,198,Indian Rupees(Rs.)
Hira Sweets,sector 18,mithai,medium,3.3,36,Indian Rupees(Rs.)
Karim's,sector 18,mughlai,high,3.3,446,Indian Rupees(Rs.)
KFC,sector 18,american,medium,2.7,608,Indian Rupees(Rs.)
Khan's Kathi Rolls,sector 18,north indian,medium,3.2,76,Indian Rupees(Rs.)
Nathu's Sweets,sector 18,north indian,medium,2.5,211,Indian Rupees(Rs.)
Nawabi Mughlai Zaika,sector 18,north indian,medium,3.3,19,Indian Rupees(Rs.)
Nite Bites,sector 18,north indian,medium,3.4,68,Indian Rupees(Rs.)
Nizam's Kathi Kabab,sector 18,north indian,high,3.0,139,Indian Rupees(Rs.)
NSD Resto Bar & Kitchen,sector 18,north indian,high,2.6,19,Indian Rupees(Rs.)
PS Wah Bhai Wah,sector 18,north indian,high,2.6,89,Indian Rupees(Rs.)
Sagar Ratna,sector 18,south indian,medium,3.2,277,Indian Rupees(Rs.)
Sbarro,sector 18,pizza,medium,3.3,97,Indian Rupees(Rs.)
Swag & Swad,sector 18,north indian,medium,3.4,19,Indian Rupees(Rs.)
The Fizz,sector 18,north indian,high,3.2,80,Indian Rupees(Rs.)
The Kitchen,sector 18,north indian,medium,3.2,47,Indian Rupees(Rs.)
Twenty Four Seven,sector 18,fast food,medium,3.4,45,Indian Rupees(Rs.)
Vinny's Restro Bar,sector 18,north indian,high,3.2,37,Indian Rupees(Rs.)
Walk In The Woods,sector 18,north indian,high,3.0,203,Indian Rupees(Rs.)
Xiian,sector 18,italian,high,3.4,286,Indian Rupees(Rs.)
Zest Bar and Lounge,sector 18,finger food,high,3.4,223,Indian Rupees(Rs.)
Angels in my Kitchen,sector 18,bakery,medium,3.9,205,Indian Rupees(Rs.)
Baby Dragon Bar & Restaurant,sector 18,north indian,high,3.5,326,Indian Rupees(Rs.)
Baker Street,sector 18,bakery,medium,3.6,40,Indian Rupees(Rs.)
Bamboo Shoots,sector 18,chinese,high,3.9,515,Indian Rupees(Rs.)
Bikanervala Bliss,sector 18,north indian,high,3.6,235,Indian Rupees(Rs.)
Bikanervala,sector 18,north indian,medium,3.7,331,Indian Rupees(Rs.)
Bikkgane Biryani,sector 18,biryani,high,3.8,612,Indian Rupees(Rs.)
Burbee's Cafe,sector 18,american,high,3.7,833,Indian Rupees(Rs.)
Cafe Coffee Day,sector 18,cafe,medium,3.6,125,Indian Rupees(Rs.)
Deez Biryani & Kebabs,sector 18,biryani,medium,3.5,430,Indian Rupees(Rs.)
Desi Vibes,sector 18,north indian,high,3.8,2019,Indian Rupees(Rs.)
Dhaba at Atta,sector 18,north indian,high,3.8,477,Indian Rupees(Rs.)
DND,sector 18,north indian,medium,3.5,196,Indian Rupees(Rs.)
Domino's Pizza,sector 18,pizza,high,3.6,547,Indian Rupees(Rs.)
Donald's Pastry Shop,sector 18,bakery,medium,3.8,402,Indian Rupees(Rs.)
Doosri Mehfil,sector 18,north indian,high,3.8,285,Indian Rupees(Rs.)
Fit Bites,sector 18,healthy food,high,3.8,154,Indian Rupees(Rs.)
Hungry Minister,sector 18,continental,medium,3.5,147,Indian Rupees(Rs.)
Hurry's Paratha,sector 18,pizza,low,3.5,47,Indian Rupees(Rs.)
Imly,sector 18,street food,medium,3.9,204,Indian Rupees(Rs.)
Jambox,sector 18,fast food,medium,3.6,30,Indian Rupees(Rs.)
LIT Ultrabar,sector 18,continental,high,3.6,425,Indian Rupees(Rs.)
Mainland China,sector 18,chinese,high,3.7,743,Indian Rupees(Rs.)
McDonald's,sector 18,fast food,medium,3.9,403,Indian Rupees(Rs.)
Metro Dhaba,sector 18,north indian,medium,3.8,418,Indian Rupees(Rs.)
Nazeer Foods,sector 18,mughlai,medium,3.6,703,Indian Rupees(Rs.)
Our Story Bistro & Tea Room,sector 18,cafe,high,3.9,320,Indian Rupees(Rs.)
Paddy's Cafe,sector 18,cafe,high,3.7,302,Indian Rupees(Rs.)
Popular Cakery,sector 18,bakery,medium,3.9,250,Indian Rupees(Rs.)
Punjabi By Nature,sector 18,north indian,high,3.7,770,Indian Rupees(Rs.)
Sadda Adda,sector 18,fast food,medium,3.5,22,Indian Rupees(Rs.)
Subway,sector 18,american,medium,3.8,268,Indian Rupees(Rs.)
Swagath,sector 18,north indian,high,3.6,415,Indian Rupees(Rs.)
TFK - The Flaming Kick,sector 18,north indian,high,3.5,214,Indian Rupees(Rs.)
The Great Kabab Factory,sector 18,north indian,high,3.5,540,Indian Rupees(Rs.)
The Patiala Kkitchen,sector 18,north indian,high,3.6,332,Indian Rupees(Rs.)
The Tandoori Village,sector 18,north indian,high,3.5,247,Indian Rupees(Rs.)
The Yellow Chilli,sector 18,north indian,high,3.7,222,Indian Rupees(Rs.)
Top Breads,sector 18,bakery,low,3.5,420,Indian Rupees(Rs.)
Wat-a-Burger!,sector 18,fast food,medium,3.6,324,Indian Rupees(Rs.)
Chawla's 2,sector 18,north indian,high,2.2,81,Indian Rupees(Rs.)
Himalaya,sector 18,north indian,medium,2.3,31,Indian Rupees(Rs.)
Public Cafe,sector 18,fast food,medium,2.1,74,Indian Rupees(Rs.)
RPM - Zanzi Bar,sector 18,chinese,high,2.4,103,Indian Rupees(Rs.)
Mad Over Donuts,sector 18,desserts,medium,4.2,235,Indian Rupees(Rs.)
RollsKing,sector 18,fast food,medium,4.0,1055,Indian Rupees(Rs.)
Lumbini Food Point,sector 19,chinese,medium,2.8,18,Indian Rupees(Rs.)
Owlcity,sector 19,fast food,medium,3.6,165,Indian Rupees(Rs.)
Night Munchers,sector 19,north indian,medium,1.0,1,Indian Rupees(Rs.)
Night Munchies,sector 19,north indian,medium,1.0,0,Indian Rupees(Rs.)
Anand Food Factory,sector 2,north indian,medium,2.9,4,Indian Rupees(Rs.)
Nirula's,sector 2,fast food,high,2.5,221,Indian Rupees(Rs.)
Snacks India,sector 2,north indian,medium,3.6,103,Indian Rupees(Rs.)
Ahaar Udyan,sector 2,north indian,medium,1.0,0,Indian Rupees(Rs.)
Choco Bee,sector 2,bakery,medium,1.0,3,Indian Rupees(Rs.)
Crazy Noodles,sector 2,chinese,high,1.0,2,Indian Rupees(Rs.)
Dakshin Platter,sector 2,south indian,medium,1.0,0,Indian Rupees(Rs.)
Kathi Junction,sector 2,fast food,low,1.0,2,Indian Rupees(Rs.)
Sonu Parantha Corner,sector 2,north indian,low,1.0,0,Indian Rupees(Rs.)
Olive Kitchen,sector 20,north indian,medium,2.6,17,Indian Rupees(Rs.)
R Cafe,sector 20,south indian,medium,3.0,5,Indian Rupees(Rs.)
Eating Point,sector 20,north indian,medium,1.0,3,Indian Rupees(Rs.)
New Gee Pee,sector 21,fast food,medium,3.3,27,Indian Rupees(Rs.)
Uncle's JVCC Restaurant,sector 21,north indian,medium,3.0,26,Indian Rupees(Rs.)
Twenty Four Seven,sector 21,fast food,low,1.0,1,Indian Rupees(Rs.)
Hari Om Restaurant,sector 22,north indian,low,3.0,10,Indian Rupees(Rs.)
Jain Restaurant,sector 22,north indian,medium,3.0,7,Indian Rupees(Rs.)
Lajawab Family Restaurant,sector 22,north indian,medium,2.5,17,Indian Rupees(Rs.)
Alam Muradabadi & Hyderabadi Biryani,sector 22,mughlai,medium,1.0,0,Indian Rupees(Rs.)
Bala Ji Raja Dhaba,sector 22,north indian,low,1.0,0,Indian Rupees(Rs.)
Brijwasi Dhaba,sector 22,north indian,low,1.0,0,Indian Rupees(Rs.)
Prerna Family Restaurant,sector 22,north indian,medium,1.0,0,Indian Rupees(Rs.)
Rana Dhaba,sector 22,north indian,medium,1.0,0,Indian Rupees(Rs.)
The Food Factory,sector 22,north indian,low,1.0,1,Indian Rupees(Rs.)
221 B Baker Street,sector 25,bakery,medium,3.4,102,Indian Rupees(Rs.)
Hunger's Hub,sector 25,north indian,medium,3.1,16,Indian Rupees(Rs.)
Lajwaab Restaurant,sector 25,north indian,medium,2.6,59,Indian Rupees(Rs.)
Republic of Chicken,sector 25,raw meats,medium,3.0,37,Indian Rupees(Rs.)
Gauranga Sweets,sector 25,mithai,medium,1.0,2,Indian Rupees(Rs.)
Green Valley Chinese Food,sector 25,chinese,medium,1.0,0,Indian Rupees(Rs.)
Super Cake Shop,sector 26,bakery,medium,2.5,4,Indian Rupees(Rs.)
Dev Food,sector 26,north indian,medium,1.0,0,Indian Rupees(Rs.)
Wakhra Swaad,sector 26,north indian,medium,4.1,112,Indian Rupees(Rs.)
27 Grills,sector 27,north indian,medium,3.3,159,Indian Rupees(Rs.)
China Hot Pot,sector 27,chinese,medium,3.0,6,Indian Rupees(Rs.)
Himalaya Momos & Roll,sector 27,chinese,low,2.7,15,Indian Rupees(Rs.)
Hungry House Pizzas & More,sector 27,pizza,medium,3.4,79,Indian Rupees(Rs.)
Khana Khajana Da Dhaba,sector 27,north indian,medium,2.9,5,Indian Rupees(Rs.)
M.P. Chole Tikki Wala,sector 27,street food,low,3.0,10,Indian Rupees(Rs.)
Maa Vaishno Shudh Bhojnalaya,sector 27,north indian,low,3.1,8,Indian Rupees(Rs.)
More Than Cafí©,sector 27,fast food,medium,3.0,5,Indian Rupees(Rs.)
Public Cafe,sector 27,fast food,medium,2.6,13,Indian Rupees(Rs.)
Sadda Taste,sector 27,north indian,medium,3.1,12,Indian Rupees(Rs.)
Sati Restaurant,sector 27,north indian,low,3.2,12,Indian Rupees(Rs.)
Super Cake Shop,sector 27,bakery,medium,2.8,8,Indian Rupees(Rs.)
Uncle's Punjabi Rasoi,sector 27,north indian,medium,2.9,7,Indian Rupees(Rs.)
Yours Deliciously,sector 27,street food,medium,2.9,4,Indian Rupees(Rs.)
Captain Curry,sector 27,north indian,medium,3.6,19,Indian Rupees(Rs.)
Oh My Scoop!,sector 27,ice cream,low,3.5,23,Indian Rupees(Rs.)
Reena Restaurant,sector 27,chinese,medium,3.5,57,Indian Rupees(Rs.)
Delight Food,sector 27,italian,medium,1.0,2,Indian Rupees(Rs.)
